2016-09-18 07:20:00,115112,87.51
2016-09-18 07:20:00,122122,26.2675
2016-09-18 07:20:00,105100,18.98
2016-09-18 07:20:00,119118,78.02
2016-09-18 07:20:00,116113,71.13
2016-09-18 07:20:00,120117,28.2988888889
2016-09-18 07:20:00,110108,23.3084615385
2016-09-18 07:20:00,111103,29.5414285714
2016-07-23 20:40:00,115112,158.23
2016-07-23 20:40:00,122122,41.1758333333
2016-07-23 20:40:00,105100,20.8333333333
2016-07-23 20:40:00,119118,34.95
2016-07-23 20:40:00,116113,91.2433333333
2016-07-23 20:40:00,120117,34.7627272727
2016-07-23 20:40:00,110108,27.839375
2016-07-23 20:40:00,111103,29.217
2016-09-06 13:40:00,115112,54.23
2016-09-06 13:40:00,122122,30.19
2016-09-06 13:40:00,105100,18.945
2016-09-06 13:40:00,116113,60.63
2016-09-06 13:40:00,120117,35.585
2016-09-06 13:40:00,110108,28.925
2016-09-06 13:40:00,111103,15.4833333333
2016-08-16 19:20:00,122122,36.6266666667
2016-08-16 19:20:00,110108,24.035
2016-08-16 19:20:00,120117,7.34
2016-08-16 19:20:00,119118,82.095
2016-08-16 23:20:00,105100,21.94
2016-08-16 23:20:00,122122,43.2125
2016-08-16 23:20:00,110108,21.035
2016-08-16 23:20:00,119118,40.7366666667
2016-08-16 23:20:00,111103,25.16
2016-09-17 22:20:00,115112,97.8966666667
2016-09-17 22:20:00,122122,106.376
2016-09-17 22:20:00,105100,27.86
2016-09-17 22:20:00,119118,40.24
2016-09-17 22:20:00,116113,73.595
2016-09-17 22:20:00,120117,33.0
2016-09-17 22:20:00,110108,29.87
2016-09-17 22:20:00,111103,33.77
2016-10-01 14:20:00,115112,113.536
2016-10-01 14:20:00,122122,25.6048
2016-10-01 14:20:00,105100,20.56375
2016-10-01 14:20:00,119118,44.1677777778
2016-10-01 14:20:00,116113,73.4611111111
2016-10-01 14:20:00,120117,29.5296
2016-10-01 14:20:00,110108,31.9122857143
2016-10-01 14:20:00,111103,31.05
2016-09-22 17:20:00,115112,90.82
2016-09-22 17:20:00,122122,38.3046153846
2016-09-22 17:20:00,105100,27.361
2016-09-22 17:20:00,119118,44.44
2016-09-22 17:20:00,116113,105.478
2016-09-22 17:20:00,120117,42.3385714286
2016-09-22 17:20:00,110108,28.2471428571
2016-09-22 17:20:00,111103,36.6636363636
2016-08-22 14:20:00,115112,88.2
2016-08-22 14:20:00,122122,50.134
2016-08-22 14:20:00,105100,19.21
2016-08-22 14:20:00,119118,38.62
2016-08-22 14:20:00,120117,26.47
2016-08-22 14:20:00,110108,22.28125
2016-08-22 14:20:00,111103,37.62
2016-10-14 06:20:00,115112,96.9325
2016-10-14 06:20:00,122122,34.6425
2016-10-14 06:20:00,105100,13.565
2016-10-14 06:20:00,119118,153.79
2016-10-14 06:20:00,116113,75.0633333333
2016-10-14 06:20:00,120117,35.79375
2016-10-14 06:20:00,110108,27.3666666667
2016-10-14 06:20:00,111103,22.4842857143
2016-10-11 19:40:00,115112,100.71
2016-10-11 19:40:00,122122,29.5322222222
2016-10-11 19:40:00,105100,19.99
2016-10-11 19:40:00,119118,55.3514285714
2016-10-11 19:40:00,116113,87.66
2016-10-11 19:40:00,120117,34.895
2016-10-11 19:40:00,110108,36.8445454545
2016-10-11 19:40:00,111103,27.07
2016-09-11 01:00:00,116113,64.63
2016-09-11 01:00:00,110108,19.05
2016-09-11 01:00:00,120117,15.06
2016-09-11 01:00:00,111103,22.71
2016-08-30 10:20:00,122122,29.6566666667
2016-08-30 10:20:00,105100,8.95
2016-08-30 10:20:00,119118,32.77
2016-08-30 10:20:00,120117,32.2928571429
2016-08-30 10:20:00,110108,31.7709090909
2016-08-30 10:20:00,111103,12.61
2016-07-22 19:20:00,115112,113.075
2016-07-22 19:20:00,122122,34.903
2016-07-22 19:20:00,105100,22.72
2016-07-22 19:20:00,119118,59.9516666667
2016-07-22 19:20:00,120117,42.0069230769
2016-07-22 19:20:00,110108,37.7188888889
2016-07-22 19:20:00,111103,77.3075
2016-10-08 01:20:00,122122,22.64
2016-10-08 01:20:00,105100,14.82
2016-10-08 01:20:00,119118,45.24
2016-10-08 01:20:00,116113,78.68
2016-10-08 01:20:00,120117,33.4233333333
2016-10-08 01:20:00,110108,39.4633333333
2016-10-08 01:20:00,111103,12.71
2016-09-27 10:00:00,115112,78.62
2016-09-27 10:00:00,122122,35.45
2016-09-27 10:00:00,105100,14.245
2016-09-27 10:00:00,119118,69.6425
2016-09-27 10:00:00,116113,74.9175
2016-09-27 10:00:00,120117,45.3842105263
2016-09-27 10:00:00,110108,33.6307407407
2016-09-27 10:00:00,111103,21.5116666667
2016-07-22 23:20:00,122122,29.8666666667
2016-07-22 23:20:00,105100,21.87
2016-07-22 23:20:00,119118,39.3
2016-07-22 23:20:00,120117,79.645
2016-07-22 23:20:00,110108,20.85
2016-07-22 23:20:00,111103,105.19
2016-09-19 01:00:00,122122,29.43
2016-09-19 01:00:00,105100,13.165
2016-09-19 01:00:00,119118,37.93
2016-09-19 01:00:00,116113,71.74
2016-09-19 01:00:00,110108,20.8
2016-09-19 01:00:00,111103,14.07
